type,precision,recall,f1,fp_cnt,fn_cnt,within_error,outer_error,support,query_cnt
overall,0.2565788520825441,0.45225027441216525,0.3274066717127747,38066,9668,0.06545307649914175,0.14411277238734008,,
art,0.004508856682762466,0.00629637958172634,0.005254757265010665,6182,4419,0.0020238362941263238,0.017764785248442175,20459,4447
building,0.0006843065693415048,0.0007002801120431833,0.0006921962005153985,4381,4281,0.00046685340802878885,0.018907563025165948,19352,4284
event,0.002045886307172226,0.003287156609525036,0.002522063366707716,6829,4245,0.0,0.011739845034017987,19377,4259
location,0.0033174831361237225,0.006602112676041809,0.004415981417063163,9013,4514,0.0028609154929514504,0.019146126760521246,20682,4544
organization,0.0022402688322567346,0.0033140016569939645,0.002673345228631881,7126,4812,0.003521126760556087,0.020505385252650155,22316,4828
other,0.004123057405642148,0.007219214216288742,0.005248544451556157,12560,7151,0.006663890045804992,0.0252672497570106,32427,7203
person,0.0071884984025463415,0.01118475559235463,0.008752021168457157,7458,4774,0.0033140016569939645,0.035625517812685116,23353,4828
product,0.0030131826741958403,0.005020920502081546,0.0037661781290456776,7941,4756,0.001464435146440451,0.029916317991569213,20937,4780
art-music,0.006179196704407212,0.007926023778036433,0.006944439521106081,2895,2253,0.003082342580347502,0.01673271686474358,10183,2271
art-writtenart,0.003033060357891923,0.004595588235272998,0.0036542981514704927,3287,2166,0.0009191176470545997,0.018841911764619294,10276,2176
building-hospital,0.0011080332409910913,0.0009411764705838062,0.0010178067380037649,1803,2123,0.0004705882352919031,0.014588235294048997,9879,2125
building-theater,0.0003877471888313775,0.00046317739694088386,0.0004221140769147879,2578,2158,0.00046317739694088386,0.023158869847044194,9473,2159
event-election,0.000350140056021183,0.0005133470225846338,0.0004163149122317838,2855,1947,0.0,0.011806981519446577,9186,1948
event-sportsevent,0.0032605969400470013,0.005625270445670164,0.004128290050810471,3974,2298,0.0,0.011683254002545725,10191,2311
location-bodiesofwater,0.002123142250525151,0.003501094091888398,0.002643312663421624,3760,2277,0.003501094091888398,0.01881838074390014,10208,2285
location-other,0.004170616113736169,0.009738822487783362,0.005840186934790252,5253,2237,0.0022133687472234913,0.019477644975566723,10474,2259
organization-government/governmentagency,0.002872875269325179,0.0051657339646785806,0.003692303099085004,4165,2311,0.0025828669823392903,0.02281532501066373,10659,2323
organization-politicalparty,0.0013490725126430049,0.0015968063872191746,0.0014625178872909655,2961,2501,0.00439121756485273,0.018363273453020506,11657,2505
other-educationaldegree,0.003166226912912052,0.0024570024569923955,0.0027668846345242993,1889,2436,0.004095004094987326,0.01597051597045057,10589,2442
other-livingthing,0.004212454212446497,0.00957934194081808,0.005851668572286728,5437,2378,0.008329862557233112,0.024156601415976024,11386,2401
other-medical,0.004375118889091925,0.009745762711823112,0.006039118737564989,5234,2337,0.007627118644035479,0.03601694915238976,10452,2360
person-actor,0.002973661852153893,0.0029914529914402076,0.0029825258905386604,2347,2333,0.0029914529914402076,0.026495726495613266,11637,2340
person-athlete,0.009112058937555036,0.01889067524108163,0.012294005549518105,5111,2441,0.0036173633440369076,0.04421221864933998,11716,2488
product-car,0.0016038492381673247,0.00254345061465645,0.0019672083714003114,3735,2353,0.00084781687155215,0.030945315811653475,10492,2359
product-weapon,0.004261363636353548,0.0074349442378875055,0.005417602591568757,4206,2403,0.002065262288302085,0.028913672036229188,10445,2421
